cell_id,group,cycle,max_capacity_Ah,max_energy_Wh,voltage_max,voltage_min,voltage_mean,temp_mean,temp_max,duration_s,current_mean,current_std
001-3,G1,301,46.133089,140.469805,3.482714,2.5,3.0448138146253383,47.278453204935296,50.0,3321.7,-49.982368212157695,0.8673284763028964
001-3,G1,351,45.224903,137.617935,3.48133,2.5,3.042831543891958,48.99122160834868,52.1,3256.3,-49.9820677879067,0.8758422547234933
001-3,G1,401,43.761091,133.117807,3.491173,2.5,3.041888896890863,47.461104060913705,51.0,3150.9,-49.981536939086304,0.8905112397813459
001-3,G1,451,41.751174,125.218733,3.421506,2.5,2.9990145664893615,32.165026595744685,41.5,3006.2,-49.98069292220746,0.9116113934858219
001-3,G1,501,39.550537,120.297622,3.416739,2.5,3.0415372274482277,32.986486486486484,38.6,2847.7,-49.97974365356266,0.9367018593622147
001-3,G1,551,37.780158,118.414045,3.479177,2.5,3.1340677196914037,42.931116825863334,44.2,2720.3,-49.978981856355624,0.958375655876917
001-3,G1,601,35.360327,109.727725,3.474717,2.5,3.103083361209266,32.599254024342365,34.8,2546.0,-49.97770101963095,0.9906829152557705
001-3,G1,651,32.842392,100.083535,3.410125,2.5,3.047279320371936,26.175316990701603,31.5,2364.7,-49.97623872781066,1.0278787615977554
001-3,G1,701,31.190941,97.732436,3.430272,2.5,3.1331903370436334,28.728851291184327,30.8,2245.8,-49.9751762337489,1.054901927480014
001-3,G1,751,27.978755,87.179763,3.422582,2.5,3.115705058035714,27.334722222222222,29.6,2014.5,-49.97248933085317,1.1134501277253042
001-4,G1,1,54.959359,173.645059,3.298782,2.500154,3.1592987744379895,32.44296539530184,38.5,3957.1,-49.99738258171255,0.001996900049908692
001-4,G1,51,53.623248,165.474423,3.466874,2.5,3.0858397858622477,44.50005178663905,47.7,3861.0,-49.98455108622475,0.804563059331715
001-4,G1,101,50.393688,152.212954,3.355684,2.5,3.020373289807163,37.51,44.7,3628.5,-49.98363147768595,0.829842041020191
001-4,G1,151,49.381342,148.729379,3.46795,2.5,3.0117817039640142,47.94264829912848,51.2,3555.6,-49.9833221579983,0.838345459590742
001-4,G1,201,48.642414,143.40879,3.496555,2.5,2.9481569357876714,50.27702625570776,55.2,3502.4,-49.983105531678085,0.8445992097080709
001-4,G1,251,46.785775,136.294896,3.453955,2.5,2.913047052889025,37.914246407826354,48.5,3368.7,-49.982051977376955,0.8741937304419296
