cell_id,group,cycle,max_capacity_Ah,max_energy_Wh,voltage_max,voltage_min,voltage_mean,temp_mean,temp_max,duration_s,current_mean,current_std
002-5,G3,401,50.792753,159.689385,3.518086,2.5,3.143726947540984,44.46748633879781,44.9,1828.6,-99.94009699562841,2.3375461522159147
002-5,G3,451,50.125533,157.393014,3.543768,2.5,3.1397632751937983,44.43576965669989,44.9,1804.6,-99.93930204872647,2.353112213916247
002-5,G3,501,50.12126,157.218187,3.516855,2.5,3.136482626245847,44.80647840531561,45.4,1804.4,-99.93946445238096,2.3530725272877335
002-5,G3,551,49.706595,157.270265,3.519316,2.5,3.163700063651591,44.28866554997208,44.8,1789.5,-99.93890486432161,2.362859634814709
002-5,G3,601,49.624938,156.729983,3.517163,2.5,3.1580441621923936,44.19731543624161,44.6,1786.6,-99.93882823937362,2.364667138446963
002-5,G3,651,48.914027,154.20952,3.545306,2.5,3.1525756884222473,44.28337116912599,44.7,1761.0,-99.93808924858118,2.3820956541223754
002-7,G3,1,48.185864,152.235533,3.342304,2.5,3.1591059902073733,45.607258064516124,48.5,1734.7,-99.93714216993088,2.400043841381452
002-7,G3,51,47.220343,147.369905,3.470719,2.5,3.120810885361552,46.1700176366843,49.4,1700.0,-99.93592063433273,2.4245655555668866
002-7,G3,101,48.077831,150.411617,3.533772,2.5,3.128614986728217,46.77847663012118,49.0,1730.8,-99.87961391633006,3.3960751531770463
002-7,G3,151,45.818704,142.780536,3.479177,2.5,3.1159471132646885,46.4596002422774,49.8,1649.5,-99.93430906238643,2.460919808129203
002-7,G3,201,46.551562,145.723291,3.537925,2.5,3.130258193202147,46.81514609421586,49.0,1675.9,-99.935282019678,2.4419490393510146
002-7,G3,251,45.772301,143.273974,3.527928,2.5,3.130015369921165,46.683201940570044,48.6,1647.8,-99.93414696361432,2.462454943789279
002-7,G3,301,44.539916,139.328797,3.548997,2.5,3.127909350778816,46.82785046728972,48.7,1603.5,-99.93254212398756,2.496072454191112
002-7,G3,351,44.597627,139.554966,3.530081,2.5,3.128954987554449,47.25127566894835,49.3,1605.5,-99.93291047604232,2.4944348374218435
002-7,G3,401,43.263357,135.199658,3.54669,2.5,3.124782682488775,47.05805003207184,49.0,1557.5,-99.93073592623477,2.5325356526328946
002-7,G3,451,42.779582,133.631826,3.514395,2.5,3.1232911666666667,46.804863813229574,48.8,1540.1,-99.92981475745785,2.546501010212577
002-7,G3,501,41.224694,128.573604,3.542077,2.5,3.118419044414535,47.35201884253028,49.3,1484.1,-99.92747958546433,2.5938503987507158
002-7,G3,551,40.361153,126.042091,3.52639,2.5,3.1223684652920967,47.05147766323024,48.6,1453.0,-99.9262028982818,2.621631764281782
002-7,G3,601,37.345279,116.080874,3.511165,2.5,3.1079943967310544,47.22912332838038,49.2,1344.5,-99.92077870728083,2.72556841705114
002-7,G3,651,35.228967,108.568235,3.445497,2.5,3.081371885826772,47.32055118110236,49.2,1268.3,-99.91584271259843,2.80592233735663
003-1,G3,1,51.387999,161.316224,3.404897,2.500154,3.1390905445705024,46.00507833603457,49.3,1850.0,-99.94067479794707,2.3242896272817766
003-1,G3,51,49.989215,154.466916,3.411971,2.5,3.0898240677401447,47.07934480843975,50.6,1799.7,-99.93927821599111,2.356378417688706
003-1,G3,101,48.944715,148.1466,3.476563,2.5,3.0265147409297053,48.92953514739229,52.1,1762.1,-99.93808686678004,2.3807867727344845
003-1,G3,151,47.656725,147.60677,3.408126,2.5,3.097284873690338,46.95721769499418,50.2,1715.7,-99.87835558207219,3.4108170508886
003-1,G3,201,46.221381,142.063716,3.457646,2.5,3.0731560864345737,47.77935174069628,50.5,1664.0,-99.93485082773108,2.4497663551552886
003-1,G3,251,44.451751,136.586907,3.442883,2.5,3.0723926123595513,47.664544319600495,50.4,1600.3,-99.9324112621723,2.4984970586554236
003-1,G3,301,42.753613,131.96268,3.451187,2.5,3.0862018669695006,47.485399091499026,49.9,1539.2,-99.9299317826087,2.547373676249545
003-1,G3,351,41.521203,128.099532,3.436731,2.5,3.085007981951872,47.797660427807486,50.3,1494.8,-99.9280090909091,2.585164536381101
003-1,G3,401,39.2701,120.965165,3.446112,2.5,3.0801676197879857,47.673922261484094,50.4,1413.8,-99.92412810318022,2.6582240334185165
003-1,G3,451,36.587628,112.485579,3.437192,2.5,3.0739874086429118,47.55360121304018,50.0,1317.2,-99.91897239196364,2.7533621237972437
003-1,G3,501,32.911929,100.888621,3.451956,2.5,3.0652747428330525,48.005649241146706,50.6,1184.9,-99.91051241568299,2.9036984794064753
003-1,G3,551,28.879302,89.192616,3.447189,2.5,3.088178310278578,47.38376560999039,49.5,1039.7,-99.89868369836697,3.0992175169589173
003-1,G3,601,23.733601,72.374747,3.479177,2.5,3.0495385822637107,47.32088681446908,49.9,854.4,-99.76127883663945,4.827781176966839
003-3,G3,1,51.2577,160.836736,3.397669,2.5,3.1374750958310775,46.10395235517055,49.3,1845.3,-99.94065404439631,2.326894205275997
003-3,G3,51,50.292472,154.876216,3.406281,2.5,3.0793103758278146,47.18206401766004,50.6,1810.6,-99.93957841832231,2.348911055519777
003-3,G3,101,49.64136,153.136821,3.476563,2.5,3.0845299290106207,47.80178870877585,50.4,1787.1,-99.93892479094467,2.3642693133454733
003-3,G3,151,48.532548,149.385396,3.410125,2.5,3.0777223024585476,47.26243567753001,50.5,1747.2,-99.93748114008004,2.390926824190989
003-3,G3,201,47.511536,146.335724,3.46349,2.5,3.079767780957944,47.7713785046729,50.2,1710.5,-99.93651011331775,2.4164979599252243
003-3,G3,251,46.213678,142.183725,3.448265,2.5,3.07650989009009,47.64186186186186,49.8,1663.7,-99.93481022462463,2.45050170161426
003-3,G3,301,44.964527,138.261671,3.45657,2.5,3.0747660271604937,47.65814814814814,49.7,1618.8,-99.93321919382717,2.4843052598429214
003-3,G3,351,44.258556,136.083365,3.432117,2.5,3.07443820815047,48.01931034482758,50.2,1593.4,-99.9320425680251,2.503832458963275
003-3,G3,401,42.892049,131.751033,3.442575,2.5,3.0713151714100904,47.84489003880983,50.1,1544.2,-99.93018905756792,2.5430644961215165
003-3,G3,451,41.559852,127.475351,3.42858,2.5,3.0669015967957276,47.55080106809079,49.7,1496.2,-99.92813559679574,2.583630008154205
003-3,G3,501,39.787393,121.904475,3.437192,2.5,3.0635925815899583,47.81248256624826,49.5,1432.4,-99.9251247684798,2.640751579584713
003-3,G3,551,37.962135,115.779862,3.425504,2.5,3.0496863852339184,47.88969298245614,49.9,1366.7,-99.9217267624269,2.703602899552986
003-3,G3,601,35.180347,106.993032,3.440114,2.5,3.0410182870662466,48.2153785488959,50.7,1266.5,-99.91582845110412,2.808236929086984
003-3,G3,651,31.571517,95.588015,3.458108,2.5,3.0274444279437613,48.21441124780316,50.7,1136.6,-99.9069908778559,2.964195687617447
003-5,G3,1,22.467651,68.589365,3.299397,2.5,3.0525139506172843,44.93382716049382,48.5,808.8,-99.87158934938273,3.513472716028937
003-5,G3,51,51.65412,159.930464,3.405666,2.5,3.0959744691026327,46.88199892530897,50.0,1859.6,-99.94071120580332,2.3179497223695686
003-5,G3,101,50.545027,156.502005,3.481484,2.5,3.09612086985173,47.36858868753433,49.7,1819.7,-99.93979458429435,2.3437947871330174
003-5,G3,151,49.024615,151.262508,3.420583,2.5,3.085346290486976,47.03686296715742,50.2,1764.9,-99.9381700815402,2.3791779629024483
003-5,G3,201,47.470288,146.59156,3.470257,2.5,3.088222762711864,47.186791350087674,49.2,1709.0,-99.87786370309762,3.417784525854933
003-5,G3,251,45.526286,140.471795,3.450726,2.5,3.0854373,47.11158536585366,49.3,1639.0,-99.93397915182926,2.469112472729468
003-5,G3,301,43.590456,134.44856,3.458261,2.5,3.0840321203055376,47.21788669637174,49.2,1569.3,-99.93111108784215,2.5230733791027085
003-5,G3,351,42.003596,129.529682,3.440576,2.5,3.083383120211361,47.46816380449142,49.5,1512.2,-99.92866616512549,2.569748895811597
003-5,G3,401,39.175706,120.579971,3.446727,2.5,3.0775952917847023,47.30566572237961,49.3,1410.4,-99.9240816933428,2.661148564745537
003-5,G3,451,35.652945,108.976083,3.439961,2.5,3.05631359922179,47.19875486381323,49.0,1283.5,-99.91696312607004,2.789141749945831
003-5,G3,501,31.077358,94.434746,3.450572,2.5,3.03855335,47.604464285714286,49.7,1118.8,-99.90562786964287,2.9883649375689485
003-5,G3,551,26.132566,80.005489,3.450572,2.5,3.061310942675159,47.09872611464968,48.8,940.8,-99.88848233227175,3.257946433938303
003-7,G3,1,53.955662,167.914994,3.400283,2.5,3.1119873598971726,46.84817480719794,49.6,1942.5,-99.89186159125964,3.206099470249765
003-7,G3,51,51.870052,159.040781,3.478562,2.5,3.0659089272338145,47.87105403959337,51.4,1867.4,-99.94134113162119,2.3132891121713524
003-7,G3,101,50.369415,146.026665,3.489173,2.5,2.8990254859504128,51.75443526170799,56.5,1813.4,-99.9393994936639,2.3471806495439624
003-7,G3,151,49.180207,141.626885,3.501938,2.5,2.879723308690745,52.00242663656885,56.8,1770.5,-99.93849212302483,2.3758934383338914
003-7,G3,201,48.364103,146.110422,3.480253,2.5,3.0207802111302358,48.59724612736661,52.4,1741.2,-99.93753689500862,2.395400494885964
003-7,G3,251,46.514604,138.57074,3.412125,2.5,2.9789432255369928,47.84116945107399,53.3,1674.6,-99.93538532577564,2.442543520510546
003-7,G3,301,45.798635,136.222283,3.469949,2.5,2.9743224042424243,49.98169696969697,54.7,1648.8,-99.9341102339394,2.4615677291164086
003-7,G3,351,44.141022,125.491205,3.420737,2.5,2.842845427404148,50.02872407291013,57.1,1589.1,-99.93188050282842,2.507164987036486
003-7,G3,401,43.400514,119.521515,3.488097,2.5,2.753985320332481,54.080818414322245,59.9,1562.5,-99.93090161764707,2.5281091298343994
003-7,G3,451,42.522587,130.490267,3.400591,2.5,3.068598162532637,45.45822454308094,49.7,1530.9,-99.92929366449087,2.55465208472345
003-7,G3,501,41.670566,128.207468,3.449188,2.5,3.076310712383489,48.013781624500666,51.3,1500.2,-99.92814439547271,2.5801849925278773
003-7,G3,551,39.264871,121.191437,3.365065,2.5,3.0862251957597175,44.973922261484105,49.1,1413.6,-99.9241149632509,2.65817699166996
003-7,G3,601,37.717381,116.732752,3.445958,2.5,3.0947833760117733,47.50493009565857,50.5,1357.9,-99.92097091022812,2.712685822673783
003-7,G3,651,34.001972,104.375069,3.360298,2.5,3.06914385725938,44.312479608482874,48.7,1224.1,-99.91358614355629,2.8562129533330505
101-1,G1,1,54.4841,174.5916,3.3947,2.5034,3.204338210553148,,,3922.0,-49.999315982666324,0.00020334272259005617
101-1,G1,51,51.6103,164.1083,3.4409,2.5,3.1795322216245294,38.11995696611081,40.8,3717.0,-49.998403926842386,0.00022777459612611207
101-1,G1,101,50.6464,160.548,3.4672,2.5,3.169865625,39.30090460526316,42.2,3647.0,-49.99854501096491,0.00023529363109362874
101-1,G1,151,49.0962,153.4483,3.3621,2.5,3.125263623516111,33.32394684761097,39.6,3537.0,-49.982120774448845,0.0023092004815544933
101-1,G1,201,49.7434,151.7546,3.3299,2.5,3.0506512977951434,47.59955344683227,51.4,3582.0,-49.99860454926039,0.00024180357529943758
101-1,G1,251,47.7448,137.9953,3.1928,2.5,2.890199651061355,41.245623727827855,47.7,3438.0,-50.00048988077929,0.0004909145017491066
101-1,G1,301,47.6736,151.2528,3.4595,2.5,3.1725398719441213,40.75448195576252,43.8,3435.0,-49.96798472060535,0.012220680539465793
101-1,G1,351,47.001,148.9598,3.4821,2.5,3.16916823147328,40.01257880516362,43.5,3386.0,-49.97559887806319,0.00806711429562424
101-1,G1,401,45.0222,141.0934,3.401,2.5,3.133637257318952,30.133093299937386,38.7,3244.0,-49.97557143297381,0.006609734858083535
101-1,G1,451,46.0935,146.2846,3.4638,2.5,3.173510806742926,,,3321.0,-49.97236824202288,0.012387156896849933
101-1,G1,501,45.6101,144.7899,3.49,2.5,3.1743773653787652,45.988682689382415,49.9,3286.0,-49.9747278065105,0.006746065296351395
101-1,G1,551,43.4319,135.7555,3.3944,2.5,3.125643610223642,29.515335463258786,39.9,3129.0,-49.96939073482428,0.011779153619440675
101-1,G1,601,44.0717,139.0657,3.4516,2.5,3.155264841045011,36.36679257160844,40.3,3176.0,-49.964744098205855,0.010377779920144714
101-1,G1,651,43.0894,135.8582,3.4713,2.5,3.1527939471989703,36.17282678686413,40.6,3105.0,-49.96587826786865,0.010433157583387016
101-1,G1,701,42.0728,132.1626,3.4664,2.5,3.141072319366545,30.946024414384695,34.4,3030.0,-50.000092840646644,0.00036061674436249814
101-1,G1,751,39.0933,121.6089,3.3959,2.5,3.1106204545454545,24.27588046958378,29.9,2815.0,-49.9999350497159,0.0007389423080662414
101-1,G1,801,39.6269,124.3787,3.4469,2.5,3.138493695271454,28.262416578854936,31.3,2854.0,-50.00005117338003,0.00029357376129499324
101-1,G1,851,37.8339,118.7987,3.4734,2.5,3.1397376375641968,31.185326485693327,34.0,2725.0,-49.99923209831254,0.00029158308659108135
101-3,G1,1,53.2165,169.4148,3.3403,2.5094,3.1834054758800523,41.35770534550196,44.3,3834.0,-49.960583468057365,0.005038624727358718
101-3,G1,51,51.3862,154.5293,3.2633,2.5,3.007180978114023,49.50302620913266,53.8,3700.0,-49.99745352607403,0.0003513858604166894
101-3,G1,101,49.9928,148.9702,3.1734,2.5,2.9797627048042212,37.75409242761693,47.7,3600.0,-49.995960955290194,0.030062080906359385
101-3,G1,151,49.5813,148.9392,3.2632,2.5,3.0037722564389697,50.77259238521837,55.1,3571.0,-49.99729073348264,0.0005897052214344397
101-3,G1,201,48.0827,144.4171,3.2731,2.5,3.0033392269974044,53.05200461494087,58.4,3466.0,-49.955813267955016,0.005663470317732262
101-3,G1,251,46.5855,137.875,3.1634,2.5,2.959471871275328,31.786889153754466,43.2,3355.0,-49.998617580452915,0.0021056748781523456
101-3,G1,301,45.5733,137.1602,3.2817,2.5,3.009500700365408,56.8041412911084,62.7,3283.0,-49.98625453714981,0.04404162730010184
101-3,G1,351,43.6897,129.9184,3.1792,2.5,2.9735341060654172,37.43398337595908,49.7,3148.0,-49.971913020006355,0.00296085892465494
101-3,G1,401,42.1227,126.8084,3.249,2.5,3.010351712779974,58.51139657444004,62.5,3035.0,-49.970474110671944,0.006774352376052657
101-3,G1,451,39.3358,118.0949,3.2438,2.5,3.002158941798942,,,2834.0,-49.97017417989418,0.008075351948524599
101-3,G1,501,34.662,103.8345,3.2522,2.5,2.995509523809524,53.08975590236095,59.1,2498.0,-49.961471188475386,0.014848451752409871
101-3,G1,551,28.1397,82.1007,3.152,2.5,2.9173827501232132,32.303154263183835,43.5,2028.0,-49.97430887136521,0.0018226225111793878
101-3,G1,601,21.6517,63.8506,3.2334,2.5,2.948806598334401,45.7419602818706,50.4,1560.0,-49.97823190262651,0.014264248190556496
101-3,G1,651,13.9825,39.7622,3.1986,2.5,2.843400396432111,36.18384539147671,42.2,1008.0,-49.985280971258675,0.0017533399669909275
